,numer_sta,date,dd,ff,t,ww,rr3,rr6,rr12,rr24,hour,DATE,ff_X,ff_Y,ff_weekly,ff24,rr_weekly,rr_monthly
0,7650,20190901120000,270,6.3,304.25,0,0.0,0.0,0.0,0.0,120000,2019-09-01,-1.1572912251942486e-15,-6.3,6.3,6.3,0.0,0.0
1,7650,20190902120000,310,10.7,301.05,0,0.0,0.0,0.0,0.0,120000,2019-09-02,6.87782742364597,-8.196675541373065,16.045501295419243,16.045501295419243,0.0,0.0
2,7650,20190903120000,270,5.5,302.65,0,0.0,0.0,0.0,0.0,120000,2019-09-03,-1.0103336092965664e-15,-5.5,21.14643097017566,21.14643097017566,0.0,0.0
3,7650,20190904120000,180,7.3,302.35,0,0.0,0.0,0.0,0.0,120000,2019-09-04,-7.3,8.939921633775679e-16,20.001131527770454,20.001131527770454,0.0,0.0
4,7650,20190905120000,330,12.8,298.35,0,0.0,0.0,0.0,0.0,120000,2019-09-05,11.085125168440811,-6.400000000000006,28.468983782664484,28.468983782664484,0.0,0.0
5,7650,20190906120000,330,9.0,297.75,0,0.0,0.0,0.0,0.0,120000,2019-09-06,7.794228634059945,-4.5000000000000036,35.989888834556076,35.989888834556076,0.0,0.0
6,7650,20190907120000,330,12.0,299.05,0,0.0,0.0,0.0,0.0,120000,2019-09-07,10.39230484541326,-6.000000000000005,46.836497655124596,46.836497655124596,0.0,0.0
7,7650,20190908120000,310,12.0,295.95,0,0.0,0.0,0.0,0.0,120000,2019-09-08,7.713451316238471,-9.192533317427738,58.8308045470588,58.8308045470588,0.0,0.0
8,7650,20190909120000,280,7.0,295.65,0,0.0,0.0,0.0,0.0,120000,2019-09-09,1.2155372436685097,-6.893654271085457,65.07224393641773,60.054166012726284,0.0,0.0
9,7650,20190910120000,60,9.4,289.95,0,-0.1,5.0,15.7,15.7,120000,2019-09-10,4.700000000000001,8.140638795573723,61.76767674330155,46.778824409773314,15.7,15.7
10,7650,20190911120000,240,4.9,298.95,0,0.0,0.0,0.2,2.6,120000,2019-09-11,-2.4500000000000024,-4.2435244785437485,63.33789953764506,44.10373673614437,18.3,18.3
11,7650,20190912120000,260,3.5,301.05,0,0.0,0.0,0.0,0.0,120000,2019-09-12,-0.6077686218342562,-3.446827135542728,65.67848656959296,51.43967135697498,18.3,18.3
12,7650,20190913120000,250,3.3,303.55,0,0.0,0.0,0.0,0.0,120000,2019-09-13,-1.1286664729747087,-3.100985648593497,67.53794095057489,40.22638377507915,18.3,18.3
13,7650,20190914120000,200,5.0,301.65,0,-0.1,-0.1,-0.1,-0.1,120000,2019-09-14,-4.698463103929543,-1.7101007166283433,66.45919037334228,30.472176968199697,18.2,18.2
14,7650,20190915120000,270,3.5,303.35,0,0.0,0.0,0.0,0.0,120000,2019-09-15,-6.429395695523604e-16,-3.5,69.50165193199005,24.41238556194667,18.2,18.2
15,7650,20190916120000,250,4.0,303.75,0,0.0,0.0,0.0,0.0,120000,2019-09-16,-1.3680805733026773,-3.758770483143633,72.19388413602874,19.01454337051625,18.2,18.2
16,7650,20190917120000,270,2.5,301.65,0,0.0,0.0,0.0,0.0,120000,2019-09-17,-4.592425496802574e-16,-2.5,74.43936506063284,15.172271445652685,2.5,18.2
17,7650,20190918120000,270,3.2,299.35,0,0.0,0.0,0.0,0.0,120000,2019-09-18,-5.878304635907295e-16,-3.2,77.33637333447605,27.447145364344124,-0.1,18.2
18,7650,20190919120000,260,3.9,298.35,0,0.0,0.0,0.0,0.0,120000,2019-09-19,-0.6772278929010282,-3.840750236747611,80.57608083065675,26.453523674600014,-0.1,18.2
19,7650,20190920120000,250,4.4,299.95,0,0.0,0.0,0.0,0.0,120000,2019-09-20,-1.5048886306329452,-4.134647531457996,83.84523480722359,27.39986114596436,-0.1,18.2
20,7650,20190921120000,90,10.9,293.25,61,1.8,1.8,1.8,1.8,120000,2019-09-21,6.674325055353075e-16,10.9,73.77246568715262,14.351593942831068,1.8,20.0
21,7650,20190922120000,100,3.5,298.25,0,0.0,1.2,20.7,33.0,120000,2019-09-22,-0.6077686218342561,3.446827135542728,70.38201743061217,7.789848643820845,34.8,53.0
22,7650,20190923120000,310,9.7,296.45,0,0.0,1.2,9.5,20.8,120000,2019-09-23,6.23503981395943,-7.4306310982540875,79.78018671045022,10.721099584141053,55.599999999999994,73.8
23,7650,20190924120000,290,1.2,297.85,0,0.0,0.0,0.0,0.0,120000,2019-09-24,0.41042417199080183,-1.1276311449430902,80.97244956936825,8.778816606336568,55.599999999999994,73.8
24,7650,20190925120000,280,5.9,297.05,0,0.2,0.4,1.2,1.2,120000,2019-09-25,1.0245242482348869,-5.810365742772028,86.64674115680744,12.214444852819815,56.8,75.0
25,7650,20190926120000,270,5.1,298.75,0,0.0,0.0,0.0,0.0,120000,2019-09-26,-9.36854801347725e-16,-5.1,91.28156436834237,13.976838620137901,56.8,75.0
26,7650,20190927120000,260,1.5,298.55,0,0.0,0.8,0.8,0.8,120000,2019-09-27,-0.2604722665003955,-1.477211629518312,92.52914052051253,11.96946822082598,57.599999999999994,75.8
27,7650,20190929120000,210,3.8,297.45,0,0.0,0.0,0.0,0.0,120000,2019-09-29,-3.2908965343808667,-1.9000000000000004,93.03820102314904,9.195612353435417,55.8,75.8
28,7650,20190930120000,270,5.6,299.25,0,0.0,0.0,0.2,0.2,120000,2019-09-30,-1.0287033112837766e-15,-5.6,98.28208123420535,25.244339927849808,23.0,76.0
29,7650,20190801120000,180,7.4,302.15,0,0.0,0.0,0.0,0.0,120000,2019-08-01,-7.4,9.062386313690414e-16,96.00794178371908,28.634476594719345,2.2,76.0
30,7650,20190802120000,290,8.4,305.15,0,0.0,0.0,0.0,0.0,120000,2019-08-02,2.872969203935613,-7.893418014601632,104.38727678756418,29.66216666891648,2.2,76.0
31,7650,20190803120000,290,5.6,306.75,0,0.0,0.0,0.0,0.0,120000,2019-08-03,1.9153128026237418,-5.262278676401087,109.97525176833452,33.44043638862902,1.0,76.0
32,7650,20190804120000,250,3.8,307.25,0,0.0,0.0,0.0,0.0,120000,2019-08-04,-1.2996765446375433,-3.5708319589864512,113.058584009156,31.694845824844595,1.0,76.0
33,7650,20190805120000,170,6.3,304.55,0,0.0,0.0,0.0,0.0,120000,2019-08-05,-6.2042888439769115,1.0939835193016605,110.5232708914164,28.150105562281677,0.2,76.0
34,7650,20190806120000,170,6.1,305.75,0,0.0,0.0,0.0,0.0,120000,2019-08-06,-6.00732729337447,1.0592538837682743,108.3613336818997,29.396087828526625,0.2,76.0
35,7650,20190807120000,260,3.7,303.45,0,0.0,0.0,0.0,0.0,120000,2019-08-07,-0.6424982573676422,-3.64378868614517,111.86097156595582,29.12620102783201,0.0,76.0
